Cluster,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp%,PasMedCmp%,PasLonCmp%,Sw,TB,PasProg,PasLive,PasDead,PasFK,Touches,TouDefPen,TouDef3rd,TouMid3rd,AerWon,AerLost,AerWon%,Err,OG,Role
0,75.26216216216216,851.0756756756757,606.581081081081,99.12162162162163,98.12432432432432,52.7945945945946,0.1654054054054054,0.002702702702702703,0.053513513513513515,30.41621621621622,9.853783783783783,2.8572972972972974,42.76216216216216,33.435135135135134,42.18108108108108,0.6124324324324324,0.20702702702702702,0.03297297297297297,80.8,0.06567567567567568,0.0,Modern Sweeper Keeper
1,70.7375,631.584375,456.296875,99.06875,98.0765625,46.1734375,0.098125,0.00375,0.01734375,21.9265625,9.60859375,2.6340625,33.9734375,28.5515625,33.7515625,0.23546875,0.20265625,0.018437500000000002,90.88125,0.06203125,0.0015625,Shot Stopper Specialist
