Cluster,Tkl,TklWon,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,TouDef3rd,TouDefPen,Role
0,1.3393296089385476,0.7859217877094973,1.2264245810055865,0.733072625698324,0.4935754189944134,1.238659217877095,2.57804469273743,3.9751955307262565,0.04162011173184357,32.5927374301676,8.276703910614525,Defensive Destroyer
1,1.6224038461538461,0.95125,0.9820192307692307,0.2681730769230769,0.7144230769230769,0.8961538461538462,2.518653846153846,1.9358653846153848,0.020192307692307693,18.63769230769231,3.1108653846153844,Balanced Defender
2,2.526068376068376,1.4901709401709402,1.3905128205128205,0.4335042735042735,0.9564102564102565,1.4929059829059828,4.018717948717948,2.6682051282051282,0.030512820512820515,23.930769230769233,4.6670940170940165,Aggressive Ball Winner
